SKU,Store,Pallet ID,Item ID,UPC,Description,Main Category,Subcategory,Brand,Model,Size,Color,Quantity,Appx. EXT Retail,Appx. Unit Retail,Approx. EXT Wholesale Value,Approx. Unit Wholesale Value,Your Price %,Your EXT Price,Your Unit Price $,% of Load QTY,% of Load $$,Notes
"LULU-LN-SHOES","","","PF23-Black-4XL","","ElegantLuxe Exotic Skinny Suit","Men Suits","","","","","Black / 47","1","0.00","0.00","55.43","55.43","10.00","5.54","5.54","0.0004","0.000354",""
"LULU-LN-SHOES","","","14782705-Gray-8.5","","ElegantLuxe Genuine Leather Zipper Dress Boots","men boots","","","","","Gray / 8.5","1","0.00","0.00","86.39","86.39","10.00","8.64","8.64","0.0004","0.000552",""
"LULU-LN-SHOES","","","14782705-Gray-8.5","","ElegantLuxe Genuine Leather Zipper Dress Boots","","","","","","Gray / 8.5","1","0.00","0.00","86.39","86.39","10.00","8.64","8.64","0.0004","0.000552",""
"LULU-LN-SHOES","","","14782705-Gray-9.5","","ElegantLuxe Genuine Leather Zipper Dress Boots","men boots","","","","","Gray / 9.5","1","0.00","0.00","86.39","86.39","10.00","8.64","8.64","0.0004","0.000552",""
"LULU-LN-SHOES","","","555-White-6","","ElegantLuxe PU Lace-Up Dress Shoes","men dress shoes","","","","","White / 6","1","0.00","0.00","65.00","65.00","10.00","6.50","6.50","0.0004","0.000415",""
"LULU-LN-SHOES","","","D108-3-Rose-5.5","","ElegantLuxe Retro Leather High Heel Sandals","Women Dress Shoes","","","","","Pink / 5.5","1","0.00","0.00","59.35","59.35","10.00","5.94","5.94","0.0004","0.000380",""
"LULU-LN-SHOES","","","PF28-Blue-L","","ElegantNylon Elegance 3-Piece Suit","Men Suits","","","","","Blue / 41","1","0.00","0.00","79.00","79.00","10.00","7.90","7.90","0.0004","0.000505",""
"LULU-LN-SHOES","","","GG01-Purple-8cm -7.5","","ElegantPointe Microfiber Utopia Heels","Women Dress Shoes","","","","","Purple / 7.5 / 3.1''","1","0.00","0.00","47.52","47.52","10.00","4.75","4.75","0.0004","0.000304",""
"LULU-LN-SHOES","","","S11-Black-10.5","","ElegantStep Slip-On Platform Tassel Shoes","Men Casual Shoes","","","","","Black / 10.5","1","0.00","0.00","45.00","45.00","10.00","4.50","4.50","0.0004","0.000288",""
"LULU-LN-SHOES","","","S11-Black-10.5","","ElegantStep Slip-On Platform Tassel Shoes","men casual shoes","","","","","Black / 10.5","1","0.00","0.00","45.00","45.00","10.00","4.50","4.50","0.0004","0.000288",""
"LULU-LN-SHOES","","","S11-Black-9","","ElegantStep Slip-On Platform Tassel Shoes","Men Casual Shoes","","","","","Black / 9","1","0.00","0.00","45.00","45.00","10.00","4.50","4.50","0.0004","0.000288",""
"LULU-LN-SHOES","","","S11-Black-9.5","","ElegantStep Slip-On Platform Tassel Shoes","Men Casual Shoes","","","","","Black / 9.5","1","0.00","0.00","45.00","45.00","10.00","4.50","4.50","0.0004","0.000288",""
"LULU-LN-SHOES","","","S11-Black-9.5","","ElegantStep Slip-On Platform Tassel Shoes","men casual shoes","","","","","Black / 9.5","1","0.00","0.00","45.00","45.00","10.00","4.50","4.50","0.0004","0.000288",""
"LULU-LN-SHOES","","","S11-Brown-10.5","","ElegantStep Slip-On Platform Tassel Shoes","men casual shoes","","","","","Brown / 10.5","1","0.00","0.00","45.00","45.00","10.00","4.50","4.50","0.0004","0.000288",""
"LULU-LN-SHOES","","","S11-Brown-9.5","","ElegantStep Slip-On Platform Tassel Shoes","Men Casual Shoes","","","","","Brown / 9.5","1","0.00","0.00","45.00","45.00","10.00","4.50","4.50","0.0004","0.000288",""
"LULU-LN-SHOES","","","S11-Brown-9.5","","ElegantStep Slip-On Platform Tassel Shoes","men casual shoes","","","","","Brown / 9.5","1","0.00","0.00","45.00","45.00","10.00","4.50","4.50","0.0004","0.000288",""
"LULU-LN-SHOES","","","3678-Black-10.5","","ElegantStride Slip-On Platform Shoes","Men Casual Shoes","","","","","Black / 10.5","1","0.00","0.00","39.72","39.72","10.00","3.97","3.97","0.0004","0.000254",""
"LULU-LN-SHOES","","","GG34-Green-8cm -7.5","","ElevatedChic Pointed Stilettos","Women Dress Shoes","","","","","Green / 7.5 / 3.1'","1","0.00","0.00","46.26","46.26","10.00","4.63","4.63","0.0004","0.000296",""
"LULU-LN-SHOES","","","GG34-Green-12cm -7.5","","ElevatedChic Pointed Stilettos","Women Dress Shoes","","","","","Green / 7.5 / 4.7'","1","0.00","0.00","46.26","46.26","10.00","4.63","4.63","0.0004","0.000296",""
"LULU-LN-SHOES","","","1129-Black1","","Elite Status Men's Exotic Leather Wallet","Men Accessories","","","","","Black1 / 4.7"" W x 3.7"" H x 0.3"" D","1","0.00","0.00","21.52","21.52","10.00","2.15","2.15","0.0004","0.000137",""
"LULU-LN-SHOES","","","23B02-Black-44","","EliteStride Genuine Leather Prestige Pointed-Toe Loafers","Men Dress Shoes","","","","","Black / 10.5","1","0.00","0.00","64.03","64.03","10.00","6.40","6.40","0.0004","0.000409",""
"LULU-LN-SHOES","","","1478300139-Black-12","","Embossed Elegance Brogue Dress Shoes","Men Dress Shoes","","","","","Black / 12","1","0.00","0.00","78.18","78.18","10.00","7.82","7.82","0.0004","0.000500",""
"LULU-LN-SHOES","","","147840065-Red-8.5","","Embossed Elegance Buckle Stiletto Pumps","women heels","","","","","Red / 8.5","1","0.00","0.00","35.00","35.00","10.00","3.50","3.50","0.0004","0.000224",""
"LULU-LN-SHOES","","","147840007-Burgundy-8","","Embossed Elegance Round Toe Derby Dress Shoes","Men Dress Shoes","","","","","Burgundy / 8","1","0.00","0.00","65.00","65.00","10.00","6.50","6.50","0.0004","0.000415",""
"LULU-LN-SHOES","","","47064676-golden-44","","Embroidered Exotic Western Mid-Calf Cowboy Boots","Men Boots","","","","","Coffee / 10.5","1","0.00","0.00","47.60","47.60","10.00","4.76","4.76","0.0004","0.000304",""
"LULU-LN-SHOES","","","47064676-golden-47","","Embroidered Exotic Western Mid-Calf Cowboy Boots","men boots","","","","","Coffee / 13","1","0.00","0.00","47.60","47.60","10.00","4.76","4.76","0.0004","0.000304",""
"LULU-LN-SHOES","","","47064676-golden-38","","Embroidered Exotic Western Mid-Calf Cowboy Boots","men boots","","","","","Coffee / 6","1","0.00","0.00","47.60","47.60","10.00","4.76","4.76","0.0004","0.000304",""
"LULU-LN-SHOES","","","47064676-golden-42","","Embroidered Exotic Western Mid-Calf Cowboy Boots","men boots","","","","","Coffee / 9","1","0.00","0.00","47.60","47.60","10.00","4.76","4.76","0.0004","0.000304",""
"LULU-LN-SHOES","","","PF199-Blue-L","","Executive Elegance Luxalon Trousers","Men Suits","","","","","Blue / 40","1","0.00","0.00","74.00","74.00","10.00","7.40","7.40","0.0004","0.000473",""
"LULU-LN-SHOES","","","PF199-Blue-5XL","","Executive Elegance Luxalon Trousers","Men Suits","","","","","Blue / 50","2","0.00","0.00","148.00","74.00","10.00","14.80","7.40","0.0008","0.000946",""
"LULU-LN-SHOES","","","14782881-gray-12","","ExoLeather Chic Ankle Boots","men boots","","","","","Gray / 12","1","0.00","0.00","84.73","84.73","10.00","8.47","8.47","0.0004","0.000541",""
"LULU-LN-SHOES","","","1967744352310-Blue-7.5","","Exotic Alligator Block Heel Slip-On Loafers","Women Dress Shoes","","","","","Blue / 7.5","1","0.00","0.00","59.35","59.35","10.00","5.94","5.94","0.0004","0.000380",""
"LULU-LN-SHOES","","","1967744352310-Blue-8.5","","Exotic Alligator Block Heel Slip-On Loafers","Women Dress Shoes","","","","","Blue / 8.5","1","0.00","0.00","59.35","59.35","10.00","5.94","5.94","0.0004","0.000380",""
"LULU-LN-SHOES","","","1967744352310-Burgundy-9","","Exotic Alligator Block Heel Slip-On Loafers","women heels","","","","","Red / 9","1","0.00","0.00","59.35","59.35","10.00","5.94","5.94","0.0004","0.000380",""
"LULU-LN-SHOES","","","40474799-black-10-5","","Exotic Alligator Texture Square Heel Leather Booties","Women Boots","","","","","Black / 10.5","1","0.00","0.00","40.00","40.00","10.00","4.00","4.00","0.0004","0.000256",""
"LULU-LN-SHOES","","","40474799-black-6","","Exotic Alligator Texture Square Heel Leather Booties","women boots","","","","","Black / 6","1","0.00","0.00","40.00","40.00","10.00","4.00","4.00","0.0004","0.000256",""
"LULU-LN-SHOES","","","40474799-blue-10","","Exotic Alligator Texture Square Heel Leather Booties","women boots","","","","","Blue / 10","1","0.00","0.00","40.00","40.00","10.00","4.00","4.00","0.0004","0.000256",""
"LULU-LN-SHOES","","","40474799-blue-7-5","","Exotic Alligator Texture Square Heel Leather Booties","Women Boots","","","","","Blue / 7.5","1","0.00","0.00","40.00","40.00","10.00","4.00","4.00","0.0004","0.000256",""
"LULU-LN-SHOES","","","40474799-blue-7-5","","Exotic Alligator Texture Square Heel Leather Booties","women boots","","","","","Blue / 7.5","1","0.00","0.00","40.00","40.00","10.00","4.00","4.00","0.0004","0.000256",""
"LULU-LN-SHOES","","","40474799-blue-8","","Exotic Alligator Texture Square Heel Leather Booties","Women Boots","","","","","Blue / 8","1","0.00","0.00","40.00","40.00","10.00","4.00","4.00","0.0004","0.000256",""
"LULU-LN-SHOES","","","40474799-blue-8-5","","Exotic Alligator Texture Square Heel Leather Booties","women boots","","","","","Blue / 8.5","1","0.00","0.00","40.00","40.00","10.00","4.00","4.00","0.0004","0.000256",""
"LULU-LN-SHOES","","","40474799-blue-8-5-mod","","Exotic Alligator Texture Square Heel Leather Booties","Women Boots","","","","","Blue / 8.5","1","0.00","0.00","40.00","40.00","10.00","4.00","4.00","0.0004","0.000256",""
"LULU-LN-SHOES","","","40474799-blue-9","","Exotic Alligator Texture Square Heel Leather Booties","women boots","","","","","Blue / 9","2","0.00","0.00","80.00","40.00","10.00","8.00","4.00","0.0008","0.000511",""
"LULU-LN-SHOES","","","40474799-blue-9-5","","Exotic Alligator Texture Square Heel Leather Booties","women boots","","","","","Blue / 9.5","1","0.00","0.00","40.00","40.00","10.00","4.00","4.00","0.0004","0.000256",""
"LULU-LN-SHOES","","","40474799-burgundy-7-5","","Exotic Alligator Texture Square Heel Leather Booties","women boots","","","","","Red / 7.5","1","0.00","0.00","40.00","40.00","10.00","4.00","4.00","0.0004","0.000256",""
"LULU-LN-SHOES","","","40474799-burgundy-8","","Exotic Alligator Texture Square Heel Leather Booties","Women Boots","","","","","Red / 8","1","0.00","0.00","40.00","40.00","10.00","4.00","4.00","0.0004","0.000256",""
"LULU-LN-SHOES","","","49229561-black-11","","Exotic Boss Leather Slip-on Brogue Loafers","men loafers","","","","","Black / 11","1","0.00","0.00","45.00","45.00","10.00","4.50","4.50","0.0004","0.000288",""
"LULU-LN-SHOES","","","49229561-blue-10-5","","Exotic Boss Leather Slip-on Brogue Loafers","men loafers","","","","","Blue / 10.5","1","0.00","0.00","45.00","45.00","10.00","4.50","4.50","0.0004","0.000288",""
"LULU-LN-SHOES","","","26631695-brown-10-5","","Exotic Chic CrocLeather Breathable Driving Loafers","men loafers","","","","","Coffee / 10.5","1","0.00","0.00","45.00","45.00","10.00","4.50","4.50","0.0004","0.000288",""
"LULU-LN-SHOES","","","26631695-brown-9-5","","Exotic Chic CrocLeather Breathable Driving Loafers","men loafers","","","","","Coffee / 9.5","1","0.00","0.00","45.00","45.00","10.00","4.50","4.50","0.0004","0.000288",""
"LULU-LN-SHOES","","","46872564-8cm-green-41","","Exotic Chic Floral Croc-Effect Pointed Toe Pumps","women heels","","","","","Green / 9.5 / 3.1""","1","0.00","0.00","35.00","35.00","10.00","3.50","3.50","0.0004","0.000224",""
"LULU-LN-SHOES","","","D2360-Beige-8.5","","Exotic Chic High Heel Slip-On Stilettos","","","","","","Beige / 8.5","1","0.00","0.00","45.00","45.00","10.00","4.50","4.50","0.0004","0.000288",""
"LULU-LN-SHOES","","","45298096-snake-10cm-11","","Exotic Chic Snake Skin Stiletto Pumps","Women Dress Shoes","","","","","Gray / 11 / 3.9""","1","0.00","0.00","44.89","44.89","10.00","4.49","4.49","0.0004","0.000287",""
"LULU-LN-SHOES","","","45298096-snake-12cm-12","","Exotic Chic Snake Skin Stiletto Pumps","Women Dress Shoes","","","","","Gray / 12 / 4.7""","1","0.00","0.00","44.89","44.89","10.00","4.49","4.49","0.0004","0.000287",""
"LULU-LN-SHOES","","","45298096-snake-10cm-14","","Exotic Chic Snake Skin Stiletto Pumps","women heels","","","","","Gray / 14 / 3.9""","1","0.00","0.00","44.89","44.89","10.00","4.49","4.49","0.0004","0.000287",""
"LULU-LN-SHOES","","","45298096-snake-8-5cm-5","","Exotic Chic Snake Skin Stiletto Pumps","women heels","","","","","Gray / 5 / 3.3""","1","0.00","0.00","44.89","44.89","10.00","4.49","4.49","0.0004","0.000287",""
"LULU-LN-SHOES","","","45298096-snake-8-5cm-9","","Exotic Chic Snake Skin Stiletto Pumps","Women Dress Shoes","","","","","Gray / 9 / 3.3""","1","0.00","0.00","44.89","44.89","10.00","4.49","4.49","0.0004","0.000287",""
"LULU-LN-SHOES","","","45298096-snake-12cm-9","","Exotic Chic Snake Skin Stiletto Pumps","Women Dress Shoes","","","","","Gray / 9 / 4.7""","1","0.00","0.00","44.89","44.89","10.00","4.49","4.49","0.0004","0.000287",""
"LULU-LN-SHOES","","","7131926-002-115cm","","Exotic CrocHead Print Automatic Cow Skin Belt","men belts","","","","","Black / 34-36","1","0.00","0.00","14.14","14.14","10.00","1.41","1.41","0.0004","0.000090",""
"LULU-LN-SHOES","","","7131926-001-115cm","","Exotic CrocHead Print Automatic Cow Skin Belt","men belts","","","","","Brown / 34-36","1","0.00","0.00","14.14","14.14","10.00","1.41","1.41","0.0004","0.000090",""
"LULU-LN-SHOES","","","XY23-01-Green-8","","Exotic CrocLeather Metal Toe Slip-On Loafers","men loafers","","","","","Green / 8","1","0.00","0.00","45.00","45.00","10.00","4.50","4.50","0.0004","0.000288",""
"LULU-LN-SHOES","","","XY23-01-Green-9","","Exotic CrocLeather Metal Toe Slip-On Loafers","Men Dress Shoes","","","","","Green / 9","1","0.00","0.00","65.00","65.00","10.00","6.50","6.50","0.0004","0.000415",""
"LULU-LN-SHOES","","","XY23-01-Green-9","","Exotic CrocLeather Metal Toe Slip-On Loafers","men loafers","","","","","Green / 9","1","0.00","0.00","45.00","45.00","10.00","4.50","4.50","0.0004","0.000288",""
"LULU-LN-SHOES","","","XY23-01-Green-9.5","","Exotic CrocLeather Metal Toe Slip-On Loafers","Men Dress Shoes","","","","","Green / 9.5","1","0.00","0.00","65.00","65.00","10.00","6.50","6.50","0.0004","0.000415",""
"LULU-LN-SHOES","","","X25-B3-Brown-6.5","","Exotic CrocLeather Stylish Slip On Loafers","Men Casual Shoes","","","","","Brown / 6.5","1","0.00","0.00","70.70","70.70","10.00","7.07","7.07","0.0004","0.000452",""
"LULU-LN-SHOES","","","X25-B3-Brown-9","","Exotic CrocLeather Stylish Slip On Loafers","men loafers","","","","","Brown / 9","1","0.00","0.00","70.70","70.70","10.00","7.07","7.07","0.0004","0.000452",""
"LULU-LN-SHOES","","","147840074-Brown-20-35L","","Exotic CrocLeather Travel Duffle","Men Bags","","","","","Coffee / 17.7"" W x 12.2"" H x 6.7"" D","1","0.00","0.00","84.00","84.00","10.00","8.40","8.40","0.0004","0.000537",""
"LULU-LN-SHOES","","","40474815-black-12","","Exotic Dot Style Brogue Dress Shoes","Men Dress Shoes","","","","","Black / 12","1","0.00","0.00","70.70","70.70","10.00","7.07","7.07","0.0004","0.000452",""
"LULU-LN-SHOES","","","40474815-coffee-12","","Exotic Dot Style Brogue Dress Shoes","Men Dress Shoes","","","","","Coffee / 12","1","0.00","0.00","70.70","70.70","10.00","7.07","7.07","0.0004","0.000452",""
"LULU-LN-SHOES","","","16508804-green-8","","Exotic Elegance: Breathable Leather Slip-On Loafers","Men Dress Shoes","","","","","Green / 8","1","0.00","0.00","68.70","68.70","10.00","6.87","6.87","0.0004","0.000439",""
"LULU-LN-SHOES","","","MOSP4-Nude-8.5","","Exotic Elevation Ankle Boots","Women Boots","","","","","Nude / 8.5","1","0.00","0.00","63.89","63.89","10.00","6.39","6.39","0.0004","0.000408",""
"LULU-LN-SHOES","","","MOSP4-White-8.5","","Exotic Elevation Ankle Boots","Women Boots","","","","","White / 8.5","2","0.00","0.00","127.78","63.89","10.00","12.78","6.39","0.0008","0.000817",""
"LULU-LN-SHOES","","","SH03-Black 12cm-9","","Exotic Fish Mouth Buckle Heels","Women Dress Shoes","","","","","Black / 9 / 4.7""","1","0.00","0.00","68.70","68.70","10.00","6.87","6.87","0.0004","0.000439",""
"LULU-LN-SHOES","","","14782515-Coffee-13","","Exotic Leather Chic Slip-on Shoes","men casual shoes","","","","","Coffee / 13","1","0.00","0.00","68.70","68.70","10.00","6.87","6.87","0.0004","0.000439",""
"LULU-LN-SHOES","","","XY23-33-Coffee-10.5","","Exotic LuxeLeather Genuine Leather Wedding Brogue Shoes","Men Dress Shoes","","","","","Coffee / 10.5","1","0.00","0.00","67.60","67.60","10.00","6.76","6.76","0.0004","0.000432",""
"LULU-LN-SHOES","","","XY23-33-Coffee-10.5","","Exotic LuxeLeather Genuine Leather Wedding Brogue Shoes","men dress shoes","","","","","Coffee / 10.5","1","0.00","0.00","67.60","67.60","10.00","6.76","6.76","0.0004","0.000432",""
"LULU-LN-SHOES","","","XY23-33-Coffee-11","","Exotic LuxeLeather Genuine Leather Wedding Brogue Shoes","Men Dress Shoes","","","","","Coffee / 11","1","0.00","0.00","67.60","67.60","10.00","6.76","6.76","0.0004","0.000432",""
"LULU-LN-SHOES","","","XY23-33-Coffee-12","","Exotic LuxeLeather Genuine Leather Wedding Brogue Shoes","Men Dress Shoes","","","","","Coffee / 12","1","0.00","0.00","67.60","67.60","10.00","6.76","6.76","0.0004","0.000432",""
"LULU-LN-SHOES","","","XY23-33-Coffee-13","","Exotic LuxeLeather Genuine Leather Wedding Brogue Shoes","Men Dress Shoes","","","","","Coffee / 13","2","0.00","0.00","135.20","67.60","10.00","13.52","6.76","0.0008","0.000864",""
"LULU-LN-SHOES","","","XY23-33-Coffee-13","","Exotic LuxeLeather Genuine Leather Wedding Brogue Shoes","men dress shoes","","","","","Coffee / 13","1","0.00","0.00","67.60","67.60","10.00","6.76","6.76","0.0004","0.000432",""
"LULU-LN-SHOES","","","XY23-33-Coffee-14","","Exotic LuxeLeather Genuine Leather Wedding Brogue Shoes","Men Dress Shoes","","","","","Coffee / 14","3","0.00","0.00","202.80","67.60","10.00","20.28","6.76","0.0011","0.001296",""
"LULU-LN-SHOES","","","XY23-33-Coffee-9","","Exotic LuxeLeather Genuine Leather Wedding Brogue Shoes","men dress shoes","","","","","Coffee / 9","1","0.00","0.00","67.60","67.60","10.00","6.76","6.76","0.0004","0.000432",""
"LULU-LN-SHOES","","","XY23-33-Coffee-9.5","","Exotic LuxeLeather Genuine Leather Wedding Brogue Shoes","Men Dress Shoes","","","","","Coffee / 9.5","1","0.00","0.00","67.60","67.60","10.00","6.76","6.76","0.0004","0.000432",""
"LULU-LN-SHOES","","","XY23-33-Coffee-9.5","","Exotic LuxeLeather Genuine Leather Wedding Brogue Shoes","men dress shoes","","","","","Coffee / 9.5","1","0.00","0.00","67.60","67.60","10.00","6.76","6.76","0.0004","0.000432",""
"LULU-LN-SHOES","","","14782321-Red brown-110cm","","Exotic Patchwork Automatic Belt","Men Accessories","","","","","Red / 31-33","1","0.00","0.00","16.94","16.94","10.00","1.69","1.69","0.0004","0.000108",""
"LULU-LN-SHOES","","","48947760-black","","Exotic Portable Travel Shoe Care Kit","shoe kit","","","","","Black","2","0.00","0.00","30.18","15.09","10.00","3.02","1.51","0.0008","0.000193",""
"LULU-LN-SHOES","","","48947760-black","","Exotic Portable Travel Shoe Care Kit","","","","","","Black","1","0.00","0.00","15.09","15.09","10.00","1.51","1.51","0.0004","0.000096",""
"LULU-LN-SHOES","","","48947760-black-mod","","Exotic Portable Travel Shoe Care Kit","Men Accessories","","","","","Black","1","0.00","0.00","15.09","15.09","10.00","1.51","1.51","0.0004","0.000096",""
"LULU-LN-SHOES","","","48947760-black-mod","","Exotic Portable Travel Shoe Care Kit","","","","","","Black","1","0.00","0.00","15.09","15.09","10.00","1.51","1.51","0.0004","0.000096",""
"LULU-LN-SHOES","","","14782741-Black-11","","Exotic Serpent Leather Zipper Dress Boots","men boots","","","","","Black / 11","1","0.00","0.00","80.05","80.05","10.00","8.01","8.01","0.0004","0.000512",""
"LULU-LN-SHOES","","","14782741-Red-8.5","","Exotic Serpent Leather Zipper Dress Boots","men boots","","","","","Red / 8.5","1","0.00","0.00","80.05","80.05","10.00","8.01","8.01","0.0004","0.000512",""
"LULU-LN-SHOES","","","13551141-blue-8cm-heel-7-5","","Exotic Serpent Microfiber Slip On Heel Pumps","women heels","","","","","Blue / 7.5 / 3.15""","1","0.00","0.00","35.00","35.00","10.00","3.50","3.50","0.0004","0.000224",""
"LULU-LN-SHOES","","","13551141-blue-8cm-heel-9-5","","Exotic Serpent Microfiber Slip On Heel Pumps","women heels","","","","","Blue / 9.5 / 3.15""","1","0.00","0.00","35.00","35.00","10.00","3.50","3.50","0.0004","0.000224",""
"LULU-LN-SHOES","","","1154636-black-gold-115cm","","Exotic Serpent Skin Metal Buckle Belt","Men Accessories","","","","","Black Gold / 36-37","1","0.00","0.00","17.98","17.98","10.00","1.80","1.80","0.0004","0.000115",""
"LULU-LN-SHOES","","","1154636-black-110cm","","Exotic Serpent Skin Metal Buckle Belt","Men Accessories","","","","","Black Silver / 34-35","1","0.00","0.00","17.98","17.98","10.00","1.80","1.80","0.0004","0.000115",""
"LULU-LN-SHOES","","","1154636-brown-100cm","","Exotic Serpent Skin Metal Buckle Belt","men belts","","","","","Brown Silver / 27-29","1","0.00","0.00","17.98","17.98","10.00","1.80","1.80","0.0004","0.000115",""
"LULU-LN-SHOES","","","1154636-brown-125cm","","Exotic Serpent Skin Metal Buckle Belt","men belts","","","","","Brown Silver / 41-42","1","0.00","0.00","17.98","17.98","10.00","1.80","1.80","0.0004","0.000115",""
"LULU-LN-SHOES","","","12236762-camel-115cm","","Exotic Texture Pin Buckle Leather Strap Belt","Men Accessories","","","","","Orange / 34-36","1","0.00","0.00","14.98","14.98","10.00","1.50","1.50","0.0004","0.000096",""
"LULU-LN-SHOES","","","24586962-black-44","","ExoticLux Alligator Texture Slip-On Pointed Toe Loafers","Men Dress Shoes","","","","","Black / 10.5","1","0.00","0.00","75.38","75.38","10.00","7.54","7.54","0.0004","0.000482",""
"LULU-LN-SHOES","","","24586962-brown-44","","ExoticLux Alligator Texture Slip-On Pointed Toe Loafers","Men Dress Shoes","","","","","Coffee / 10.5","1","0.00","0.00","75.38","75.38","10.00","7.54","7.54","0.0004","0.000482",""
"LULU-LN-SHOES","","","1932950405174-black-10.5","","ExoticLux Breathable Tassel Loafers","men loafers","","","","","Blue / 10.5","1","0.00","0.00","45.00","45.00","10.00","4.50","4.50","0.0004","0.000288",""
"LULU-LN-SHOES","","","44107152-black-44","","ExoticLux Comfortable Slip-On Leather Loafers","men loafers","","","","","Black / 10.5","1","0.00","0.00","45.00","45.00","10.00","4.50","4.50","0.0004","0.000288",""
"LULU-LN-SHOES","","","44107152-black-45","","ExoticLux Comfortable Slip-On Leather Loafers","men loafers","","","","","Black / 11","1","0.00","0.00","45.00","45.00","10.00","4.50","4.50","0.0004","0.000288",""
"LULU-LN-SHOES","","","44107152-brown-46","","ExoticLux Comfortable Slip-On Leather Loafers","men loafers","","","","","Coffee / 12","1","0.00","0.00","45.00","45.00","10.00","4.50","4.50","0.0004","0.000288",""
"LULU-LN-SHOES","","","44107152-brown-39","","ExoticLux Comfortable Slip-On Leather Loafers","men loafers","","","","","Coffee / 7","1","0.00","0.00","45.00","45.00","10.00","4.50","4.50","0.0004","0.000288",""
"LULU-LN-SHOES","","","44217082-black-44","","ExoticLux Genuine Leather Lace-Up Brogues","Men Dress Shoes","","","","","Black / 10.5","1","0.00","0.00","75.38","75.38","10.00","7.54","7.54","0.0004","0.000482",""
"LULU-LN-SHOES","","","44217082-black-43-mod","","ExoticLux Genuine Leather Lace-Up Brogues","Men Dress Shoes","","","","","Black / 9.5","1","0.00","0.00","75.38","75.38","10.00","7.54","7.54","0.0004","0.000482",""
"LULU-LN-SHOES","","","44217082-brown-41","","ExoticLux Genuine Leather Lace-Up Brogues","men dress shoes","","","","","Brown / 8.5","1","0.00","0.00","75.38","75.38","10.00","7.54","7.54","0.0004","0.000482",""
"LULU-LN-SHOES","","","6582693167158-Black-9","","ExoticLux Leather Pointed Toe Dress Loafers","Men Dress Shoes","","","","","Black / 9","1","0.00","0.00","74.12","74.12","10.00","7.41","7.41","0.0004","0.000473",""
"LULU-LN-SHOES","","","147826117-Black leather Lining-10.5","","ExoticLux Leather Pointed Toe Tall Boots","Women Boots","","","","","Black / 10.5","1","0.00","0.00","68.96","68.96","10.00","6.90","6.90","0.0004","0.000441",""
"LULU-LN-SHOES","","","147826117-Green leather Lining-10.5","","ExoticLux Leather Pointed Toe Tall Boots","Women Boots","","","","","Green / 10.5","1","0.00","0.00","68.96","68.96","10.00","6.90","6.90","0.0004","0.000441",""
"LULU-LN-SHOES","","","147826117-Pink leather Lining-10.5","","ExoticLux Leather Pointed Toe Tall Boots","Women Boots","","","","","Pink / 10.5","1","0.00","0.00","68.96","68.96","10.00","6.90","6.90","0.0004","0.000441",""
"LULU-LN-SHOES","","","147826117-White leather Lining-10.5","","ExoticLux Leather Pointed Toe Tall Boots","Women Boots","","","","","White / 10.5","1","0.00","0.00","68.96","68.96","10.00","6.90","6.90","0.0004","0.000441",""
"LULU-LN-SHOES","","","6658605-chocolate-china","","ExoticLux Waterproof Leather Travel Backpack","men backpacks","","","","","Coffee / 11.8"" W x 16.9"" H x 4.9"" D","1","0.00","0.00","22.68","22.68","10.00","2.27","2.27","0.0004","0.000145",""
"LULU-LN-SHOES","","","6658605-chocolate-china","","ExoticLux Waterproof Leather Travel Backpack","","","","","","Coffee / 11.8"" W x 16.9"" H x 4.9"" D","1","0.00","0.00","22.68","22.68","10.00","2.27","2.27","0.0004","0.000145",""
"LULU-LN-SHOES","","","14782845-blue-7.5","","ExoticLuxe Genuine Leather Slip-on Smart Shoes","Men Dress Shoes","","","","","Blue / 7.5","1","0.00","0.00","75.38","75.38","10.00","7.54","7.54","0.0004","0.000482",""
"LULU-LN-SHOES","","","30577717-red-9","","ExoticLuxe Lace-Up Oxford Dress Shoes","men dress shoes","","","","","Red / 9","1","0.00","0.00","70.96","70.96","10.00","7.10","7.10","0.0004","0.000454",""
"LULU-LN-SHOES","","","30943110-008colorful-china-13inch","","ExoticLuxe Patchwork Leather Mini Backpack","Women Bags","","","","","Exotic / 10.13"" W x 12.20 H x 5.51"" D","1","0.00","0.00","44.04","44.04","10.00","4.40","4.40","0.0004","0.000281",""
"LULU-LN-SHOES","","","43933695-2-button-navy-asian-xxl-is-eur-l","","ExoticaLux Acetate Blazer Pants Suit Set","Men Suits","","","","","2 button navy / 40","1","0.00","0.00","64.00","64.00","10.00","6.40","6.40","0.0004","0.000409",""
"LULU-LN-SHOES","","","43933695-2-button-qian-hai-asian-xxl-is-eur-l","","ExoticaLux Acetate Blazer Pants Suit Set","men suits","","","","","2 button qian hai / 40","1","0.00","0.00","64.00","64.00","10.00","6.40","6.40","0.0004","0.000409",""
"LULU-LN-SHOES","","","43933695-2-button-sky-blue-asian-xl-is-eur-m","","ExoticaLux Acetate Blazer Pants Suit Set","men suits","","","","","2 button sky blue / 38","1","0.00","0.00","64.00","64.00","10.00","6.40","6.40","0.0004","0.000409",""
